,id,name_x,artist_ids,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,title,rank,date,artist,region,streams,DATE,Year,name_y
116889,5oOyI4TTDQ8TxibBuq85v0,COCKTAIL,['5qRSs6mvI17zrkJpOHkCoM'],False,0.7709999999999999,0.873,-3.675,0.0419,0.081,0.0,0.648,0.933,122.949,226156,2018,COCKTAIL,127,2018-08-02,iKON,Thailand,2896.0,2018-08-02,2018,COCKTAIL
116895,4k20Ie47EcWtS4wMBn8w8S,Invocada (Participação especial de Léo Santana) - Ao vivo,"['3CDoRporvSjdzTrm99a3gi', '7KVJCU4z5L4EUHILL8aMxR']",False,0.7759999999999999,0.8640000000000001,-4.2810000000000015,0.0517,0.478,0.0,0.932,0.701,134.99200000000002,157494,2019,Invocada (Participação especial de Léo Santana) - Ao vivo,169,2019-08-01,"LUDMILLA, Leo Santana",Brazil,76192.0,2019-08-01,2019,Invocada (Participação especial de Léo Santana) - Ao vivo
117271,6mHOkOd7IN1es2XctJxNm8,Mal Educado,['06TVTkMAOR935MhkjX0i2A'],False,0.8190000000000001,0.7929999999999999,-5.053999999999999,0.045,0.3329999999999999,4.05e-05,0.158,0.8740000000000001,135.929,226017,2018,Mal Educado,200,2019-01-01,Anthony Santos,Dominican Republic,1166.0,2019-01-01,2019,Mal Educado
117288,2dXZsbiWJUmr0jnGzuyk5L,Calma - Alicia Remix,"['4QVBYiagIaa6ZGSPMbybpy', '3DiDSECUqqY1AuBP8qtaIa', '329e4yvIujISKGKz1BZZbO']",False,0.755,0.8079999999999999,-3.981,0.0404,0.311,0.0,0.0951,0.6729999999999999,126.917,224093,2019,Calma - Alicia Remix,166,2019-04-26,"Pedro Capó, Alicia Keys, Farruko",Dominican Republic,1547.0,2019-04-26,2019,Calma - Alicia Remix
117295,2xXRKDCqZYmbbwwIUerigW,Wetin Man Go Do,['3wcj11K77LjEY1PkEazffa'],False,0.857,0.787,-6.122000000000001,0.0735,0.281,3.17e-06,0.389,0.87,98.222,188181,2019,Wetin Man Go Do,99,2019-07-26,Burna Boy,South Africa,2064.0,2019-07-26,2019,Wetin Man Go Do
117296,7rpWDu9GPlLxbLorYKVys7,Gbona,['3wcj11K77LjEY1PkEazffa'],False,0.7979999999999999,0.813,-5.869,0.162,0.564,0.0001409999999999,0.108,0.942,93.912,187609,2019,Gbona,120,2019-07-26,Burna Boy,South Africa,1793.0,2019-07-26,2019,Gbona
117304,1PoJXULCvl03b1fiZmMxmd,On the Low,['3wcj11K77LjEY1PkEazffa'],False,0.816,0.7809999999999999,-4.237,0.0425,0.6920000000000001,0.00935,0.0835,0.937,99.95,185899,2019,On the Low,160,2020-05-01,Burna Boy,Netherlands,26889.0,2020-05-01,2020,On the Low
117864,5zjesnnX1y2PkYKNZl5Jl0,Rich & Famous (with Isac Elliot),"['1X6dfPmF8f5C5EW3WIGfvm', '3aD9K1zaLQ3G7yp9XV5E4D']",False,0.7040000000000001,0.8809999999999999,-5.502000000000002,0.0381,0.026,7.84e-06,0.113,0.8220000000000001,118.025,163220,2018,Rich & Famous (with Isac Elliot),84,2018-05-01,SJUR,Finland,10636.0,2018-05-01,2018,Rich & Famous (with Isac Elliot)
118147,17UUYZ290omPaJY4wKeyHh,Me Dijeron,['1i8SpTcr7yvPOmcqrbnVXY'],False,0.8,0.841,-2.817,0.0524,0.0273,0.0,0.291,0.7979999999999999,94.023,170133,2018,Me Dijeron,51,2018-09-01,Ozuna,Argentina,51819.0,2018-09-01,2018,Me Dijeron
120696,5uvucCRBTkxv7VxIDLOqe7,Devuelveme,['1i8SpTcr7yvPOmcqrbnVXY'],False,0.7440000000000001,0.769,-4.112,0.156,0.5539999999999999,6.96e-06,0.102,0.784,175.99900000000005,188907,2018,Devuelveme,55,2018-09-01,Ozuna,Chile,46912.0,2018-09-01,2018,Devuelveme
123729,48aHJHJyNBcuYIFGMrT5cQ,Tu Olor,['1i8SpTcr7yvPOmcqrbnVXY'],False,0.882,0.802,-4.298,0.048,0.1939999999999999,1.62e-06,0.0737,0.67,97.019,193893,2018,Tu Olor,104,2018-09-01,Ozuna,Chile,25595.0,2018-09-01,2018,Tu Olor
123882,1PPHqTL7IpYToKeIuA5pi9,Escape,['1i8SpTcr7yvPOmcqrbnVXY'],False,0.742,0.8340000000000001,-4.49,0.0613,0.0544,8.57e-05,0.481,0.743,171.986,190400,2018,Escape,126,2018-09-01,Ozuna,Chile,22348.0,2018-09-01,2018,Escape
124032,2taX5z5ZLyCBxkP504Nqmu,Hola,['1i8SpTcr7yvPOmcqrbnVXY'],False,0.8009999999999999,0.7859999999999999,-4.422,0.0426,0.55,1.0800000000000003e-05,0.156,0.8059999999999999,92.984,168480,2018,Hola,123,2018-09-01,Ozuna,Chile,23250.0,2018-09-01,2018,Hola
124150,33b2wX9d0kxqxhi7lcsC1A,Unica,['1i8SpTcr7yvPOmcqrbnVXY'],False,0.653,0.8590000000000001,-3.048,0.0449,0.212,0.0,0.111,0.706,174.03799999999995,218387,2018,Unica,15,2018-09-01,Ozuna,Argentina,106447.0,2018-09-01,2018,Unica
127031,5Sv1rKKMX1yl9kfJ2HTluk,Unica - Remix,"['1i8SpTcr7yvPOmcqrbnVXY', '2R21vXR83lH98kGeO99Y66', '3E6xrwgnVfYCrCs0ePERDz', '0eHQ9o50hj6ZDNBt6Ys1sD']",False,0.637,0.868,-3.19,0.0571,0.121,0.0,0.5329999999999999,0.682,174.105,216293,2018,Unica - Remix,99,2018-09-01,"Ozuna, Anuel AA, Wisin, Yandel",Argentina,28401.0,2018-09-01,2018,Unica - Remix
127886,65Ml8XHXAP9yW1TUYgc3Lo,Besos Mojados,"['1i8SpTcr7yvPOmcqrbnVXY', '3jFjgKOGfVLWfXX8q5wrsg']",False,0.6759999999999999,0.845,-4.555,0.0654,0.0718,5.09e-06,0.127,0.758,179.94299999999996,191840,2018,Besos Mojados,131,2018-09-01,"Ozuna, R.K.M & Ken-Y",Chile,21609.0,2018-09-01,2018,Besos Mojados
127952,1ZPpGPko8oULTmi34rozMh,Trivia 轉 : Seesaw,['3Nrfpe0tUJi4K4DXYWgMUX'],False,0.7070000000000001,0.7909999999999999,-4.481,0.035,0.181,0.0,0.102,0.6779999999999999,106.985,246334,2018,Trivia 轉 : Seesaw,186,2018-09-01,BTS,Hong Kong,2265.0,2018-09-01,2018,Trivia 轉 : Seesaw
128266,61eWyvx6fZ5xCG3mZpU858,Shame,['3bhu7P5PfngueRHiB9hjcx'],False,0.6559999999999999,0.935,-2.476,0.0461,0.0205,0.00075,0.0731,0.916,120.011,159268,2018,Shame,133,2018-08-10,Elle King,Norway,13460.0,2018-08-10,2018,Shame
128302,0cJhcRWXbgrGBBDSsm1fbv,Se Vuelve Loca - Spanglish Version,['0eecdvMrqBftK0M1VKhaF4'],False,0.705,0.883,-4.467,0.0388,0.0943,0.0,0.153,0.929,92.065,183913,2018,Se Vuelve Loca - Spanglish Version,125,2018-07-23,CNCO,Finland,8311.0,2018-07-23,2018,Se Vuelve Loca - Spanglish Version
128311,1c0hsvHLELX6y8qymnpLKL,Soltera - Remix,"['47MpMsUfWtgyIIBEFOr4FE', '4VMYDCV2IEDYJArk749S6m', '4q3ewBCX7sLwd24euuV69X']",False,0.795,0.7829999999999999,-4.271,0.0432,0.361,0.0,0.4370000000000001,0.799,92.01,266087,2019,Soltera - Remix,25,2019-05-10,"Lunay, Daddy Yankee, Bad Bunny",Argentina,89874.0,2019-05-10,2019,Soltera - Remix
133141,0mGJTKRIuCOJtiT4YkJHiv,Came Here for Love,"['1IueXOQyABrMOprrzwQJWN', '66TrUkUZ3RM29dqeDQRgyA']",False,0.698,0.8690000000000001,-3.294,0.0468,0.0225,0.0,0.121,0.7140000000000001,125.005,203387,2018,Came Here for Love,156,2018-10-05,"Sigala, Ella Eyre",Ireland,5643.0,2018-10-05,2018,Came Here for Love
133151,5CpkVOosLFc83LbwqO6hnI,Just Got Paid,"['1IueXOQyABrMOprrzwQJWN', '66TrUkUZ3RM29dqeDQRgyA', '6JL8zeS1NmiOftqZTRgdTz', '6vXTefBL93Dj5IqAWq6OTv']",False,0.7340000000000001,0.921,-1.936,0.0863,0.0328,0.0,0.1969999999999999,0.654,120.056,218480,2018,Just Got Paid,135,2018-10-01,"Sigala, Ella Eyre, Meghan Trainor, French Montana",Czech Republic,2349.0,2018-10-01,2018,Just Got Paid
134322,6THwtgImf1ZAR2w3iknjeS,We Don't Care,"['1IueXOQyABrMOprrzwQJWN', '7gAppWoH7pcYmphCVTXkzs']",False,0.682,0.84,-3.465,0.141,0.0308,0.0,0.0534,0.7170000000000001,90.149,207667,2018,We Don't Care,149,2018-10-01,"Sigala, The Vamps",Ireland,4805.0,2018-10-01,2018,We Don't Care
134333,6iMoJ3UdrO2ZjzzcaN8Eom,Somebody,"['1IueXOQyABrMOprrzwQJWN', '28y6CyJNkGNjJQKrlx4AmN', '7AzjETXRUKNRSJHMW9GIqd']",False,0.675,0.8490000000000001,-3.841,0.0675,0.0938,0.0,0.121,0.6809999999999999,100.111,238667,2018,Somebody,122,2018-09-28,"Sigala, HRVY, Nina Nesbitt",Hungary,1994.0,2018-09-28,2018,Somebody
134348,6Z0CSptkTKzOpownOPnK5g,Lullaby,"['1IueXOQyABrMOprrzwQJWN', '4fwuXg6XQHfdlOdmw36OHa']",False,0.726,0.835,-3.949,0.0361,0.0872,6.08e-06,0.076,0.855,120.03,204253,2018,Lullaby,169,2018-10-01,"Sigala, Paloma Faith",Hungary,1460.0,2018-10-01,2018,Lullaby
134552,30dTsIbEuISrnDeeE0BKp1,Hangover (feat. Prince Royce),"['1r4hJ1h58CWwUQe3MxPuau', '3MHaV05u0io8fQbZ2XPtlC']",True,0.857,0.831,-2.593,0.138,0.11,1.23e-06,0.281,0.779,97.98,241707,2018,Hangover (feat. Prince Royce),132,2018-06-01,Maluma,Argentina,21821.0,2018-06-01,2018,Hangover (feat. Prince Royce)
135048,7EzdQnopwog0YWUoRBEowX,Mi Declaración (feat. Timbaland & Sid),"['1r4hJ1h58CWwUQe3MxPuau', '5Y5TRrQiqgUO4S36tzjIRZ', '05BrFNfdik79RdmOG1Ux1Q']",False,0.66,0.915,-4.0710000000000015,0.285,0.144,0.0,0.2289999999999999,0.7090000000000001,173.96900000000005,225507,2018,Mi Declaración (feat. Timbaland & Sid),120,2018-06-02,Maluma,Bolivia,1042.0,2018-06-02,2018,Mi Declaración (feat. Timbaland & Sid)
135073,18WYpqbNvkCXHTeyN2WG8l,La Ex (feat. Jason Derulo),"['1r4hJ1h58CWwUQe3MxPuau', '07YZf4WDAMNwqr4jfgOZ8y']",False,0.799,0.8420000000000001,-3.204,0.163,0.166,0.0,0.1159999999999999,0.899,95.041,191747,2018,La Ex (feat. Jason Derulo),128,2018-05-18,Maluma,Bolivia,1180.0,2018-05-18,2018,La Ex (feat. Jason Derulo)
135084,0Wvc9i22ttaH4hnYi11x4H,Hoy Tengo Tiempo,['4vhNDa5ycK0ST968ek7kRr'],False,0.703,0.843,-6.0470000000000015,0.0622,0.00832,9.08e-06,0.111,0.685,103.985,192869,2017,Hoy Tengo Tiempo,108,2018-05-25,Carlos Vives,Colombia,8277.0,2018-05-25,2018,Hoy Tengo Tiempo
135102,05Yc6tJHgTIf1nqrJbnllK,El Sofá,['4vhNDa5ycK0ST968ek7kRr'],False,0.778,0.862,-5.455,0.0593,0.134,7.14e-06,0.33,0.746,99.009,212881,2017,El Sofá,97,2017-11-10,Carlos Vives,Colombia,7330.0,2017-11-10,2017,El Sofá
135107,2ztbVmIpLxX8fHPZi2U278,Pescaíto,['4vhNDa5ycK0ST968ek7kRr'],False,0.687,0.888,-5.102,0.0756,0.027,0.0,0.0505,0.966,114.987,189062,2017,Pescaíto,72,2017-11-10,Carlos Vives,Colombia,9652.0,2017-11-10,2017,Pescaíto
135136,4oWNicXN0XSTzvT7M59s9X,La Tierra Prometida,['4vhNDa5ycK0ST968ek7kRr'],False,0.677,0.835,-5.4179999999999975,0.0622,0.0201,0.0,0.0844,0.688,93.872,187106,2017,La Tierra Prometida,125,2017-11-10,Carlos Vives,Colombia,6439.0,2017-11-10,2017,La Tierra Prometida
135141,5yJCrSdwrLFzboxg0z9xMd,Al Filo de Tu Amor,['4vhNDa5ycK0ST968ek7kRr'],False,0.721,0.8959999999999999,-5.023,0.0574,0.0495,0.0,0.138,0.838,97.988,217021,2017,Al Filo de Tu Amor,132,2018-03-01,Carlos Vives,Colombia,6404.0,2018-03-01,2018,Al Filo de Tu Amor
136794,0JcNysfWVWaMS7R6vzGB2k,Robarte un Beso,"['4vhNDa5ycK0ST968ek7kRr', '07YUOmWljBTXwIseAUd9TW']",False,0.742,0.8590000000000001,-4.942,0.0482,0.0824,0.0,0.359,0.652,95.046,194742,2017,Robarte un Beso,43,2018-03-01,"Carlos Vives, Sebastian Yatra",Argentina,73706.0,2018-03-01,2018,Robarte un Beso
147516,1kyCkZ2qcXJ6koFwRwEAee,Monsieur Bigoté (feat. Elena Vives & Río Grande Music School Chorus),"['4vhNDa5ycK0ST968ek7kRr', '2aSbTnwgEMnlXQRN4aZ5qW', '6xx9qZgvt1b1X2D0fohJAn']",False,0.639,0.772,-6.404,0.0411,0.000415,0.000469,0.949,0.772,123.875,240771,2017,Monsieur Bigoté (feat. Elena Vives & Río Grande Music School Chorus),178,2017-11-11,Carlos Vives,Colombia,5098.0,2017-11-11,2017,Monsieur Bigoté (feat. Elena Vives & Río Grande Music School Chorus)
147517,5AHIUlK50bxzTBbGKFymgV,GangaXtrip,['329e4yvIujISKGKz1BZZbO'],False,0.8340000000000001,0.792,-3.523,0.0577,0.151,8.23e-05,0.0515,0.82,88.01100000000002,168520,2019,GangaXtrip,135,2019-05-01,Farruko,Dominican Republic,1529.0,2019-05-01,2019,GangaXtrip
147564,2p8ZQMiOLCxRVlneSe6nOY,Pórtate Mal,['329e4yvIujISKGKz1BZZbO'],False,0.706,0.7859999999999999,-4.478,0.107,0.0835,1.57e-05,0.0652,0.915,175.972,244627,2019,Pórtate Mal,157,2019-04-26,Farruko,Dominican Republic,1597.0,2019-04-26,2019,Pórtate Mal
147568,3TqLIW3qd4qFYkfYsBjVN6,Delincuente,"['329e4yvIujISKGKz1BZZbO', '2R21vXR83lH98kGeO99Y66', '1WMwuNKzEFtU6pPkdtryYS']",False,0.655,0.858,-5.607,0.315,0.53,0.0,0.344,0.65,83.48899999999998,396120,2019,Delincuente,190,2020-05-01,"Farruko, Anuel AA, Kendo Kaponi",Costa Rica,3179.0,2020-05-01,2020,Delincuente
152382,27PAwMtEfK7auYCVu8Yk1V,Roatán,"['329e4yvIujISKGKz1BZZbO', '3nwYsifpwrKmCIpw4i0HDW']",False,0.785,0.833,-4.009,0.0418,0.0301,0.0,0.0398,0.654,119.035,221813,2019,Roatán,138,2019-05-01,"Farruko, Konshens",Honduras,1069.0,2019-05-01,2019,Roatán
152389,6URNZuBKiudDhFJ5XCCLhX,Coolant - Remix,"['329e4yvIujISKGKz1BZZbO', '33ScadVnbm2X8kkUqOkC6Z']",True,0.741,0.875,-4.144,0.113,0.0969,3.58e-06,0.166,0.906,172.074,230413,2019,Coolant - Remix,123,2019-05-01,"Farruko, Don Omar",Paraguay,2079.0,2019-05-01,2019,Coolant - Remix
152454,5iwz1NiezX7WWjnCgY5TH4,Calma - Remix,"['4QVBYiagIaa6ZGSPMbybpy', '329e4yvIujISKGKz1BZZbO']",False,0.826,0.773,-4.218,0.0524,0.3229999999999999,0.0,0.143,0.7609999999999999,126.899,238200,2018,Calma - Remix,127,2020-05-01,"Pedro Capó, Farruko",Argentina,30632.0,2020-05-01,2020,Calma - Remix
174749,0bdYJCO9clK9ew61Z7GqMf,パプリカ,['3h95Ve9m3Q07d8VG6V9hEU'],False,0.746,0.773,-5.04,0.0442,0.1369999999999999,0.0,0.7709999999999999,0.733,100.993,208347,2018,パプリカ,132,2020-05-01,Foorin,Japan,19560.0,2020-05-01,2020,パプリカ
175380,2fHOqQ9K6eY0wsbVZiYZPw,Coolant,['329e4yvIujISKGKz1BZZbO'],False,0.8270000000000001,0.85,-4.836,0.14,0.192,0.0,0.043,0.961,168.012,211436,2018,Coolant,144,2018-09-01,Farruko,Chile,20149.0,2018-09-01,2018,Coolant
176394,5Vzpmk27VQ9M77SCkSkERq,Future Nostalgia,['6M2wZ9GZgrQXHCFfjv46we'],False,0.875,0.813,-4.502,0.0578,0.00618,0.0,0.321,0.8590000000000001,114.993,184882,2019,Future Nostalgia,95,2019-12-13,Dua Lipa,Australia,52986.0,2019-12-13,2019,Future Nostalgia
176417,27GZ01uEeZvG7esdoed3pQ,Mala y Peligrosa (feat. Bad Bunny),"['4N5fp4zhTsVITZTVfsXpc2', '4q3ewBCX7sLwd24euuV69X']",False,0.731,0.779,-4.101,0.0898,0.622,2.96e-06,0.0419,0.907,88.993,264200,2018,Mala y Peligrosa (feat. Bad Bunny),47,2018-04-01,Víctor Manuelle,Peru,20941.0,2018-04-01,2018,Mala y Peligrosa (feat. Bad Bunny)
176577,0Fpen1PTuEnCmOJtUU9Iud,New Patek,['4O15NlyKLIASxsJ0PrXPfz'],True,0.85,0.785,-4.963,0.345,0.0367,0.0,0.155,0.718,145.063,343099,2018,New Patek,166,2018-10-01,Lil Uzi Vert,Belgium,4475.0,2018-10-01,2018,New Patek
177382,1SVE1tSjrOiWlxwElO6RAQ,ДРИПСЭТ (PROD. BY LEEZEY),['0ohUvVskERzK18bvWXFEqi'],True,0.805,0.778,-4.442,0.3,0.216,0.0,0.249,0.77,159.982,167959,2018,ДРИПСЭТ (PROD. BY LEEZEY),164,2021-06-01,GONE.Fludd,Ukraine,2905.0,2021-06-01,2021,ДРИПСЭТ (PROD. BY LEEZEY)
177403,1vw4TJRXkLuuJUtwh4UbYD,Jefe (feat. Meek Mill),"['4OBJLual30L7gRl5UkeRcT', '20sxb77xiYeusSH8cVdatc']",True,0.71,0.826,-5.197,0.295,0.0808,0.0,0.738,0.735,127.947,204053,2018,Jefe (feat. Meek Mill),193,2018-10-05,T.I.,United States,253021.0,2018-10-05,2018,Jefe (feat. Meek Mill)
177419,2tOOcDDYkh0PSjr6GwPEAJ,Love Me Less (feat. Quinn XCII),"['1bqxdqvUtPWZri43cKHac8', '3ApUX1o6oSz321MMECyIYd']",False,0.732,0.856,-2.2,0.0929,0.0828,0.0,0.3229999999999999,0.7709999999999999,145.034,177670,2019,Love Me Less (feat. Quinn XCII),186,2019-05-06,MAX,Canada,28951.0,2019-05-06,2019,Love Me Less (feat. Quinn XCII)
178678,4W3FJapn5CD6Fnrlfj4HFe,Booty,"['5TYxZTjIPqKM8K8NuP9woO', '4obzFoKoKRHIphyHzJ35G3', '23herDudxPBB3S81GB5uG3']",False,0.825,0.7709999999999999,-4.1160000000000005,0.0804,0.0167,2.04e-06,0.0901,0.718,102.927,173366,2018,Booty,199,2018-11-01,"C. Tangana, Becky G",Argentina,17958.0,2018-11-01,2018,Booty
181592,3KJ7n1lICe3OZuuwZQlWDQ,Kill My Vibe,"['15UsOTVnJzReFVN1VCnxy4', '75q3USMHhXwAcZWZnl9fGi']",True,0.88,0.7979999999999999,-4.5360000000000005,0.236,0.545,3.2899999999999987e-05,0.107,0.6920000000000001,150.023,128039,2019,Kill My Vibe,200,2019-12-06,"XXXTENTACION, Tom. G",Romania,2010.0,2019-12-06,2019,Kill My Vibe
181593,7t27DLlJCOCt0Y3XTUGAbc,NorthStar - Remix,"['15UsOTVnJzReFVN1VCnxy4', '6C1ohJrd5VydigQtaGy5Wa']",True,0.867,0.8109999999999999,-5.437,0.1119999999999999,0.126,2.47e-06,0.0676,0.8290000000000001,149.967,166407,2019,NorthStar - Remix,113,2019-12-06,"XXXTENTACION, Joyner Lucas",Romania,2609.0,2019-12-06,2019,NorthStar - Remix
181597,4O1uCappFiU3bisYUdUBWy,I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),"['7wlFDEWiM5OoIAt8RSli8b', '1gPhS1zisyXr5dHTYZyiMe', '4IprNlQiJZUUJhDl0fL2SL']",True,0.722,0.88,-3.989,0.24,0.21,0.0,0.324,0.79,92.024,200170,2018,I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo),176,2018-09-14,YoungBoy Never Broke Again,United States,251445.0,2018-09-14,2018,I Am Who They Say I Am (feat. Kevin Gates and Quando Rondo)
181627,4INDiWSKvqSKDEu7mh8HFz,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,"['5me0Irg2ANcsgc93uaYrpb', '1wiBLzTI7z9RUwEpNPdFT6', '59wfkuBoNyhDMQGCljbUbA']",True,0.845,0.884,-4.506,0.0759,0.0128,2.1e-06,0.203,0.904,104.536,257400,1997,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster,177,2017-02-02,"The Notorious B.I.G., Diddy",Australia,15603.0,2017-02-02,2017,Mo Money Mo Problems (feat. Puff Daddy & Mase) - 2014 Remaster
181642,42RynyXHcGYj6Cvwrh7eIZ,Coração Não Tem Idade (Vou Beijar),['3ggsRmBGV01RYdNu8pRWJd'],False,0.868,0.794,-4.722,0.0616,0.2339999999999999,3.52e-06,0.254,0.7809999999999999,108.028,268293,2017,Coração Não Tem Idade (Vou Beijar),157,2018-08-01,Toy,Portugal,3140.0,2018-08-01,2018,Coração Não Tem Idade (Vou Beijar)
181893,7lvZfms8Bh8QnThBmFTD7a,Get up and Fight,['12Chz98pHFMPJEknJQMWvI'],False,0.6459999999999999,0.846,-5.654,0.0356,0.0043,1.4e-05,0.105,0.87,135.014,244720,2018,Get up and Fight,197,2018-11-09,Muse,Portugal,3732.0,2018-11-09,2018,Get up and Fight
181894,0tJCo71s7HT9Mu5Z4juuLw,Solita,"['77ziqFxp5gaInVrF2lj4ht', '329e4yvIujISKGKz1BZZbO', '21451j1KhjAiaYKflxBjr1']",False,0.679,0.831,-1.866,0.109,0.159,1.1e-06,0.0969999999999999,0.88,88.79299999999998,219520,2019,Solita,167,2020-05-01,"Sech, Farruko, Zion & Lennox",Costa Rica,3545.0,2020-05-01,2020,Solita
187242,1m69ELEgE6k5ZWsap40ozt,Se Preparó,['1i8SpTcr7yvPOmcqrbnVXY'],False,0.7390000000000001,0.821,-4.2330000000000005,0.0852,0.222,9.6e-06,0.311,0.693,171.077,188080,2017,Se Preparó,20,2018-03-01,Ozuna,Argentina,99128.0,2018-03-01,2018,Se Preparó
198972,5q2JbCNi4FcnglgPfxcV65,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","['2R21vXR83lH98kGeO99Y66', '4VMYDCV2IEDYJArk749S6m', '3E6xrwgnVfYCrCs0ePERDz', '329e4yvIujISKGKz1BZZbO', '21451j1KhjAiaYKflxBjr1']",False,0.639,0.8690000000000001,-4.024,0.147,0.27,0.0,0.0802,0.767,169.801,307910,2016,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]",133,2017-01-01,Anuel AA,Argentina,19335.0,2017-01-01,2017,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]"
215032,5ZF3889W92eTBOROe0lPNN,"Ayer 2 (feat. Dj Nelson, J Balvin, Nicky Jam, Cosculluela)","['2R21vXR83lH98kGeO99Y66', '2ydZrTy8U3kOMOzx20s3dg', '1vyhD5VmyZ7KMfW5gqLgo5', '1SupJlEpv7RS2tPNRaHViT', '00me4Ke1LsvMxt5kydlMyU']",True,0.813,0.7709999999999999,-4.395,0.0718,0.142,0.00325,0.0984,0.785,91.998,342013,2017,"Ayer 2 (feat. Dj Nelson, J Balvin, Nicky Jam, Cosculluela)",189,2018-02-01,Anuel AA,Chile,14290.0,2018-02-01,2018,"Ayer 2 (feat. Dj Nelson, J Balvin, Nicky Jam, Cosculluela)"
216868,1Y1UKiNNqMpSc1HojIjJvB,Kill Them All,['1z7b1Pr1rSlvWRzsW3HOrS'],True,0.802,0.7909999999999999,-4.037,0.239,0.0716,8.08e-06,0.0651,0.772,168.05900000000003,267133,2018,Kill Them All,193,2018-09-07,Russ,United States,233968.0,2018-09-07,2018,Kill Them All
216869,7LLXLd0pisbEAdIVK502VM,Reggaetón en lo Oscuro,['1wZtkThiXbVNtj6hee6dz9'],False,0.747,0.898,-3.683,0.0709,0.0613,1.66e-06,0.0886,0.6890000000000001,91.97,208947,2018,Reggaetón en lo Oscuro,92,2019-01-01,Wisin & Yandel,Argentina,40563.0,2019-01-01,2019,Reggaetón en lo Oscuro
219297,3gu0fRSgFuc4FmrtIv0DnC,Callao,"['1wZtkThiXbVNtj6hee6dz9', '1i8SpTcr7yvPOmcqrbnVXY']",False,0.73,0.836,-4.277,0.0409,0.0073,0.0,0.0371,0.879,92.043,219947,2018,Callao,77,2019-01-01,"Wisin & Yandel, Ozuna",Argentina,46264.0,2019-01-01,2019,Callao
221005,0RdUq32U3zXzz2s9510RV2,Tú Tienes,['1wZtkThiXbVNtj6hee6dz9'],False,0.759,0.853,-4.883,0.0834,0.00647,7.27e-06,0.241,0.716,88.955,226560,2018,Tú Tienes,183,2018-12-14,Wisin & Yandel,Chile,23229.0,2018-12-14,2018,Tú Tienes
221009,48HDsxWfp1GXdpA8iyycP0,Deseo,"['1wZtkThiXbVNtj6hee6dz9', '21451j1KhjAiaYKflxBjr1']",False,0.6759999999999999,0.794,-4.4460000000000015,0.0687,0.0177,0.0,0.1669999999999999,0.741,180.09599999999998,241867,2018,Deseo,167,2018-12-14,"Wisin & Yandel, Zion & Lennox",Chile,25144.0,2018-12-14,2018,Deseo
221015,6YVDFHYt2YSkdkbAeqnAeH,คิดมาก - เพลงประกอบภาพยนตร์ Friend Zone ระวัง..สิ้นสุดทางเพื่อน,"['2oaLilfXcREW8d2RKTXiwO', '4iSU0hKfGnU2nscL5dLi9p', '6jRD85dsXJYn5vv73rqSGi', '1MturlEnPcoybcsZbrdEPB', '1EQ1v4JR709tUKj3nilixC', '6EM1NGTOebgOao22ktpF4w', '1pDbkUvhCRel6YwuYIG14S', '0kSCao81B3BnbOOzixWWFW', '3yfUy4dhvq5DwrSMsEE6od']",False,0.677,0.7859999999999999,-4.273,0.0414,0.37,0.0,0.0558,0.847,128.989,218975,2019,คิดมาก - เพลงประกอบภาพยนตร์ Friend Zone ระวัง..สิ้นสุดทางเพื่อน,53,2019-03-01,"Namfon Indee, Claudia Baretto, Chi Pu, Meng Jia, Joyce Chu, Laura Mam, Audrey Tapiheru and Cantika Abigail, Phyu Phyu Kyaw Thein, Palmy",Thailand,9101.0,2019-03-01,2019,คิดมาก - เพลงประกอบภาพยนตร์ Friend Zone ระวัง..สิ้นสุดทางเพื่อน
221156,6I9VzXrHxO9rA9A5euc8Ak,Toxic,['26dSoYclwsYLMAKD3tpOr4'],False,0.774,0.838,-3.914,0.114,0.0249,0.025,0.242,0.924,143.04,198800,2003,Toxic,170,2018-05-03,Britney Spears,Ireland,4896.0,2018-05-03,2018,Toxic
221247,2lAxhE5s3x7OS9sfhsgT1F,Regular - Korean Version,['7f4ignuCJhLXfZ9giKT7rH'],False,0.733,0.8009999999999999,-5.339,0.0765,0.237,0.0,0.287,0.878,133.998,217707,2018,Regular - Korean Version,82,2018-10-12,NCT 127,Thailand,4518.0,2018-10-12,2018,Regular - Korean Version
221265,5SkQThmerj0t27qPYYHVGf,Gravity,['3cjEqqelV9zb4BYE3qDQ4O'],False,0.693,0.8640000000000001,-3.365,0.0807,0.0711,0.0,0.0961,0.695,117.961,234634,2018,Gravity,51,2018-11-02,EXO,Indonesia,34618.0,2018-11-02,2018,Gravity
