,id,name_x,artist_ids,explicit,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,year,title,rank,date,artist,region,streams,DATE,Year,name_y
0,4y1LsJpmMti1PfRQV9AWWe,Girls Just Want to Have Fun,['2BTZIqw0ntH9MvilQ3ewNY'],False,0.71,0.799,-4.897,0.0328,0.22,0.000602,0.349,0.725,120.372,238267,1983,Girls Just Want to Have Fun,197,2017-01-01,Cyndi Lauper,United Kingdom,25176.0,2017-01-01,2017,Girls Just Want to Have Fun
106,3jRHehB5ulTMKfK5WaqDqc,What’s New,['181bsRPaVXVlUKXrxwZfHK'],True,0.934,0.873,-4.707,0.309,0.00488,0.0,0.0832,0.721,139.997,155090,2020,What’s New,83,2020-11-20,Megan Thee Stallion,United States,362293.0,2020-11-20,2020,What’s New
108,1ZynYY8BPvWnx7t1EGwrPs,Outside,['181bsRPaVXVlUKXrxwZfHK'],True,0.8640000000000001,0.841,-2.775,0.278,0.0242,0.0,0.0748,0.713,168.002,151991,2020,Outside,194,2020-11-20,Megan Thee Stallion,United States,234781.0,2020-11-20,2020,Outside
109,7yiSvALPjMrBLDDrbcDRNy,Girls in the Hood,['181bsRPaVXVlUKXrxwZfHK'],True,0.821,0.816,-3.835,0.352,0.0071099999999999,0.0,0.0645,0.797,179.97400000000005,154389,2020,Girls in the Hood,171,2020-12-01,Megan Thee Stallion,United States,235626.0,2020-12-01,2020,Girls in the Hood
183,2rtDTRFjBoqyj2rgi5mOAF,We've Got It Goin' On - Radio Edit,['5rSXSAkZ67PYJSvpUpkOr7'],False,0.758,0.875,-4.518,0.0363,0.0851,0.0,0.2269999999999999,0.91,112.966,219467,1996,We've Got It Goin' On - Radio Edit,177,2019-03-01,Backstreet Boys,Chile,23231.0,2019-03-01,2019,We've Got It Goin' On - Radio Edit
184,1nRwyxNsqCLeA17qR8Nfxx,Quit Playing Games (With My Heart),['5rSXSAkZ67PYJSvpUpkOr7'],False,0.8,0.875,-4.952,0.0338,0.0615,2.79e-06,0.13,0.882,100.033,233533,1996,Quit Playing Games (With My Heart),83,2019-03-01,Backstreet Boys,Chile,44607.0,2019-03-01,2019,Quit Playing Games (With My Heart)
188,00WvmRXTkPBZNhhRK3xfdy,As Long as You Love Me,['5rSXSAkZ67PYJSvpUpkOr7'],False,0.775,0.816,-5.534,0.0281,0.1639999999999999,0.0,0.126,0.753,98.219,214333,1996,As Long as You Love Me,163,2019-03-01,Backstreet Boys,Bolivia,1465.0,2019-03-01,2019,As Long as You Love Me
209,1btqbebzIS2IK0QkRUpShJ,Get Down (You're the One for Me) - LP Edit No Rap,['5rSXSAkZ67PYJSvpUpkOr7'],False,0.7759999999999999,0.944,-4.854,0.0404,0.073,0.0,0.0866,0.757,113.012,230733,1996,Get Down (You're the One for Me) - LP Edit No Rap,195,2019-03-01,Backstreet Boys,Chile,21229.0,2019-03-01,2019,Get Down (You're the One for Me) - LP Edit No Rap
215,1DhRbox3xkceP64k3JeYfW,Antisocial (with Travis Scott),"['6eUKZXaKkcviH0Ku9w2n3V', '0Y5tJX1MQlPlqiwlOH1tJY']",False,0.716,0.823,-5.313,0.0495,0.132,0.0,0.361,0.91,151.957,161747,2019,Antisocial (with Travis Scott),21,2019-08-01,Ed Sheeran,Australia,117625.0,2019-08-01,2019,Antisocial (with Travis Scott)
2774,3ZFTkvIE7kyPt6Nu3PEa7V,Hips Don't Lie (feat. Wyclef Jean),"['0EmeFodog0BfCgMzAIvKQp', '7aBzpmFXB4WWpPl2F7RjBe']",False,0.778,0.8240000000000001,-5.892,0.0712,0.284,0.0,0.405,0.7559999999999999,100.024,218093,2005,Hips Don't Lie (feat. Wyclef Jean),138,2017-01-01,Shakira,Denmark,7356.0,2017-01-01,2017,Hips Don't Lie (feat. Wyclef Jean)
3555,4viLaKGdHwhW8LkZB3mRFC,I CAN'T STOP ME - English Version,['7n2Ycct7Beij7Dj7meI4X0'],False,0.645,0.8809999999999999,-3.459,0.107,0.173,0.0,0.4270000000000001,0.76,149.959,205485,2020,I CAN'T STOP ME - English Version,110,2020-12-01,TWICE,Philippines,39346.0,2020-12-01,2020,I CAN'T STOP ME - English Version
3559,3FQCJI2t5LTbsRPfYVBSVB,Battle Symphony,['6XyY86QOPPrYVGvF9ch6wz'],False,0.653,0.8390000000000001,-5.077,0.0685,0.0369,0.0,0.068,0.669,149.034,216281,2017,Battle Symphony,187,2017-08-01,Linkin Park,Austria,1748.0,2017-08-01,2017,Battle Symphony
4064,6xrjIHbm6ga5J8HhOS2Rmn,LAST PIECE,['6nfDaffa50mKtEOwR8g4df'],False,0.715,0.866,-5.505,0.148,0.0324,0.0,0.109,0.688,98.034,222120,2020,LAST PIECE,74,2020-12-01,GOT7,Malaysia,11972.0,2020-12-01,2020,LAST PIECE
4106,1hcdSZ6FasEAByx6BrjGXY,1+1,['6nfDaffa50mKtEOwR8g4df'],False,0.7170000000000001,0.863,-6.263,0.0486,0.141,3.94e-06,0.218,0.82,144.016,194961,2020,1+1,185,2020-11-30,GOT7,Thailand,7672.0,2020-11-30,2020,1+1
4107,2Efpgql2LGwTC3TGEed2ol,I Mean It,['6nfDaffa50mKtEOwR8g4df'],False,0.855,0.809,-4.973,0.0639,0.00807,0.0007469999999999,0.293,0.667,123.999,180803,2020,I Mean It,180,2020-12-01,GOT7,Thailand,7566.0,2020-12-01,2020,I Mean It
4108,4T7fVWFjYNwkuCKRpKXVeB,#Askip,['7lMgpN1tEBQKpRoUMKB8iw'],False,0.7,0.807,-6.051,0.124,0.0156,0.0,0.141,0.713,128.02200000000002,233147,2016,#Askip,195,2017-01-01,Black M,France,14496.0,2017-01-01,2017,#Askip
4126,3N18UD3tL8TPKsiUWN9YRR,Comme moi (feat. Shakira),"['7lMgpN1tEBQKpRoUMKB8iw', '0EmeFodog0BfCgMzAIvKQp']",False,0.667,0.882,-4.73,0.24,0.291,0.0,0.136,0.652,191.991,188200,2016,Comme moi (feat. Shakira),162,2017-06-04,Black M,France,18597.0,2017-06-04,2017,Comme moi (feat. Shakira)
4231,2lnzGkdtDj5mtlcOW2yRtG,"Whenever, Wherever",['0EmeFodog0BfCgMzAIvKQp'],False,0.7929999999999999,0.8320000000000001,-4.862,0.0406,0.236,1.12e-05,0.2019999999999999,0.872,107.661,196160,2001,"Whenever, Wherever",137,2020-02-03,Shakira,United States,256829.0,2020-02-03,2020,"Whenever, Wherever"
4234,4U34WsyOvppOMnRfq7DuOy,Night Crawling (feat. Billy Idol),"['5YGY8feqx7naU7z4HrwZM6', '7lzordPuZEXxwt9aoVZYmG']",False,0.638,0.918,-4.368,0.0382,0.0378,0.00805,0.0948,0.6679999999999999,134.02200000000002,189013,2020,Night Crawling (feat. Billy Idol),199,2020-12-01,Miley Cyrus,Ireland,5682.0,2020-12-01,2020,Night Crawling (feat. Billy Idol)
4312,1FgmP7AOTcn7MGYmImj0kn,Ain't Gonna Die Tonight (feat. Eric Nally),"['3JhNCzhSMTxs9WLGJJxWOY', '3NoeRIxHApi6qe4yan2Vnn']",True,0.687,0.768,-5.579,0.14,0.2319999999999999,0.0,0.118,0.865,81.977,214720,2017,Ain't Gonna Die Tonight (feat. Eric Nally),136,2018-04-04,Macklemore,Ireland,4983.0,2018-04-04,2018,Ain't Gonna Die Tonight (feat. Eric Nally)
4412,2eucFttlfFNX5fRD78JBdI,Firebreather (feat. Reignwolf),"['3JhNCzhSMTxs9WLGJJxWOY', '66YGDwn22fjphzqGCSIbbK']",True,0.701,0.8390000000000001,-5.072,0.201,0.158,0.0,0.0604,0.833,90.04899999999998,205533,2017,Firebreather (feat. Reignwolf),158,2017-09-22,Macklemore,Austria,2578.0,2017-09-22,2017,Firebreather (feat. Reignwolf)
4417,2msjqUjA6Eg5TI2M5EwJ8A,100% Você,['1bhqpMFFgoa0NTz82BprgL'],False,0.635,0.939,-3.405,0.0749,0.151,0.0,0.939,0.7240000000000001,118.476,243107,2004,100% Você,160,2019-03-03,Chiclete Com Banana,Brazil,71967.0,2019-03-03,2019,100% Você
4427,0AKwYorDdgm3NtusTmPlkn,Blue Strips,['7d3WFRME3vBY2cgoP38RDo'],True,0.7759999999999999,0.7759999999999999,-6.3660000000000005,0.316,0.102,0.0,0.138,0.68,161.983,207465,2019,Blue Strips,96,2019-03-01,Lil Skies,United States,400617.0,2019-03-01,2019,Blue Strips
4432,49ImM4CYsEL5KG1hzUaCzq,Mansion,['7d3WFRME3vBY2cgoP38RDo'],True,0.71,0.7959999999999999,-6.365,0.261,0.0236,0.0,0.152,0.733,159.951,153078,2019,Mansion,175,2019-03-01,Lil Skies,United States,283484.0,2019-03-01,2019,Mansion
4433,6pVW5LRWgeLaHudxauOTJU,Jingle Bell Rock - Daryl's Version,['77tT1kLj6mCWtFNqiOmP9H'],False,0.6659999999999999,0.841,-3.592,0.0312,0.613,0.0,0.113,0.84,128.70600000000002,126360,1983,Jingle Bell Rock - Daryl's Version,84,2018-12-01,Daryl Hall & John Oates,Australia,50822.0,2018-12-01,2018,Jingle Bell Rock - Daryl's Version
6586,5HjIGzesTt8dwTgy8z7KRf,Stupid Man,['2ytaRjGwyS3veZwsmr0SPj'],False,0.6779999999999999,0.875,-4.92,0.0273,0.0453,1.73e-05,0.38,0.758,124.66,206600,1994,Stupid Man,200,2020-05-02,Thomas Helmig,Denmark,8707.0,2020-05-02,2020,Stupid Man
6723,0tDSgSmZsbxCkdkfUPjg59,5 Letras,['7tU1VKOuxiNZwBZC6RHidA'],False,0.82,0.7879999999999999,-5.478,0.191,0.272,1.65e-06,0.0404,0.648,93.961,195573,2007,5 Letras,186,2018-06-01,Alexis y Fido,Paraguay,1088.0,2018-06-01,2018,5 Letras
6946,4ZQPhVDZ9gJCSVTihssMMr,Si no me dan de beber lloro,['6nnspeopmJAG07xOxHmqTu'],False,0.655,0.809,-3.474,0.0424,0.647,2.15e-06,0.195,0.961,98.307,227827,1973,Si no me dan de beber lloro,174,2018-12-24,El Gran Combo De Puerto Rico,Panama,1446.0,2018-12-24,2018,Si no me dan de beber lloro
6953,78pn8k7RogKo2oxl0DyX6d,One More Sleep,['5lKZWd6HiSCLfnDGrq9RAm'],False,0.638,0.813,-3.849,0.0362,0.4639999999999999,0.0,0.344,0.754,112.986,239587,2013,One More Sleep,66,2018-12-01,Leona Lewis,Ireland,13505.0,2018-12-01,2018,One More Sleep
7904,5NhDDt5Zy8yGOECN3PLRdE,FIREWORK,['7n2Ycct7Beij7Dj7meI4X0'],False,0.7,0.92,-1.5319999999999998,0.0536,0.115,2.93e-06,0.701,0.685,108.006,193467,2020,FIREWORK,179,2020-06-01,TWICE,Hong Kong,2910.0,2020-06-01,2020,FIREWORK
7913,4qHdhSUkmDh6r7Ea4NzAvM,EZ4ENCE (kannatuslaulu),['6G8D4xDyY4yocHtXiXxYmI'],False,0.804,0.831,-4.877,0.106,0.0138,0.0,0.6809999999999999,0.784,120.066,154000,2019,EZ4ENCE (kannatuslaulu),40,2019-03-01,The Verkkars,Finland,20940.0,2019-03-01,2019,EZ4ENCE (kannatuslaulu)
8201,5jE48hhRu8E6zBDPRSkEq7,All About That Bass,['6JL8zeS1NmiOftqZTRgdTz'],True,0.807,0.887,-3.726,0.0503,0.0573,2.87e-06,0.124,0.961,134.05200000000002,187920,2015,All About That Bass,144,2017-12-31,Meghan Trainor,Poland,12816.0,2017-12-31,2017,All About That Bass
8204,2PpruBYCo4H7WOBJ7Q2EwM,Hey Ya! - Radio Mix,['1G9G7WwrXka3Z1r7aIDjI7'],False,0.727,0.974,-2.261,0.0664,0.103,0.000532,0.174,0.965,79.52600000000002,235213,2003,Hey Ya!,154,2017-01-01,Outkast,Australia,12147.0,2017-01-01,2017,Hey Ya! - Radio Mix
9113,1nJbqPEluXQET0TfQ47E68,Million Dollar Bill - Frankie Knuckles Radio Mix,"['6XpaIBNiVzIetEPCWDvAFP', '63yl9nDNrHpiAYGlNJxxjc']",False,0.7340000000000001,0.851,-4.739,0.0387,0.00235,0.0133,0.0446,0.883,126.009,195293,2009,Million Dollar Bill - Frankie Knuckles Radio Mix,191,2017-02-17,Whitney Houston,United Kingdom,39451.0,2017-02-17,2017,Million Dollar Bill - Frankie Knuckles Radio Mix
9199,1q8NdCAQ9QUjpYiqzdd3mv,Atrévete-Te-Te,['0yNSzH5nZmHzeE2xn6Xshb'],True,0.8290000000000001,0.878,-5.9510000000000005,0.1009999999999999,0.0959,0.0,0.7759999999999999,0.883,87.991,239307,2005,Atrévete-Te-Te,84,2017-01-01,Calle 13,Costa Rica,2955.0,2017-01-01,2017,Atrévete-Te-Te
9257,1gihuPhrLraKYrJMAEONyc,Feel So Close - Radio Edit,['7CajNmpbOovFoOoasH2HaY'],False,0.7070000000000001,0.924,-2.842,0.031,0.000972,0.00703,0.204,0.919,127.937,206413,2012,Feel So Close - Radio Edit,124,2019-12-31,Calvin Harris,Lithuania,1072.0,2019-12-31,2019,Feel So Close - Radio Edit
9553,4vhkI8x68EaGQR3Kn7Pwhc,Esta Noche,"['1phfTBIocBW3UwqcYjaEN6', '5dbaLmK5SHLLg8Z4CcTJpX']",False,0.727,0.848,-5.727,0.0584,0.013,0.0,0.102,0.792,130.007,168521,2019,Esta Noche,152,2020-05-01,"Mike Bahía, Greeicy",Colombia,9470.0,2020-05-01,2020,Esta Noche
11378,3QHMxEOAGD51PDlbFPHLyJ,Vivir Mi Vida,['4wLXwxDeWQ8mtUIRPxGiD6'],False,0.6559999999999999,0.877,-3.2310000000000003,0.0342,0.345,0.0,0.349,0.894,105.018,252347,2013,Vivir Mi Vida,163,2017-01-01,Marc Anthony,Chile,11962.0,2017-01-01,2017,Vivir Mi Vida
11785,0w5Bdu51Ka25Pf3hojsKHh,Hard Times,['74XFHRwlV6OrjEM0A2NCMF'],False,0.695,0.818,-5.379,0.0334,0.00647,4.87e-06,0.0219,0.916,119.965,182693,2017,Hard Times,160,2017-06-01,Paramore,Brazil,46540.0,2017-06-01,2017,Hard Times
12396,2RJfK2pOvGpnxC255YOy5k,Rose-Colored Boy,['74XFHRwlV6OrjEM0A2NCMF'],False,0.768,0.826,-4.904,0.0335,0.00199,0.000374,0.031,0.926,114.997,212853,2017,Rose-Colored Boy,131,2017-05-12,Paramore,Austria,2524.0,2017-05-12,2017,Rose-Colored Boy
12509,7BpYWzZwrsljT1eIjb0TqR,Told You So,['74XFHRwlV6OrjEM0A2NCMF'],False,0.639,0.8140000000000001,-5.6320000000000014,0.0385,0.0029,2.98e-05,0.0529,0.904,123.922,188947,2017,Told You So,100,2017-05-12,Paramore,Brazil,66752.0,2017-05-12,2017,Told You So
12603,27zJBz0YnuZO69U69z96vd,Caught in the Middle,['74XFHRwlV6OrjEM0A2NCMF'],False,0.7859999999999999,0.807,-5.343999999999999,0.0398,0.00496,7.08e-05,0.0552,0.8140000000000001,92.502,214160,2017,Caught in the Middle,103,2017-05-12,Paramore,Indonesia,9432.0,2017-05-12,2017,Caught in the Middle
12616,50zSoW3GT1Ee4hXxQPO08t,Idle Worship,['74XFHRwlV6OrjEM0A2NCMF'],False,0.695,0.8270000000000001,-4.202,0.0488,0.00499,3.14e-06,0.225,0.762,121.05,198413,2017,Idle Worship,200,2017-05-12,Paramore,Ireland,3334.0,2017-05-12,2017,Idle Worship
12626,6sbXGUn9V9ZaLwLdOfpKRE,Larger Than Life,['5rSXSAkZ67PYJSvpUpkOr7'],False,0.6609999999999999,0.973,-2.994,0.037,0.11,1.74e-05,0.617,0.75,108.037,232827,1999,Larger Than Life,112,2019-03-01,Backstreet Boys,Chile,34535.0,2019-03-01,2019,Larger Than Life
12634,1mxTCArq9EhSg4QPGqhjhT,The Call,['5rSXSAkZ67PYJSvpUpkOr7'],False,0.696,0.8740000000000001,-3.318,0.0772,0.1169999999999999,0.0,0.331,0.747,104.196,204800,2000,The Call,184,2019-03-01,Backstreet Boys,Chile,22545.0,2019-03-01,2019,The Call
12637,0KnZ3Fgnqjmz4Sl2OA5zwa,"La Copa de la Vida (La Cancion Oficial de la Copa Mundial, Francia '98) - Spanglish Radio Edit",['7slfeZO9LsJbWgpkIoXBUJ'],False,0.713,0.938,-6.032,0.0481,0.0276,3.21e-05,0.626,0.706,126.974,277427,1999,"La Copa de la Vida (La Cancion Oficial de la Copa Mundial, Francia '98) - Spanglish Radio Edit",125,2018-07-03,Ricky Martin,Sweden,21939.0,2018-07-03,2018,"La Copa de la Vida (La Cancion Oficial de la Copa Mundial, Francia '98) - Spanglish Radio Edit"
12644,1zSXQIah3KQsjvo5sRNRq7,Busy Doin' Nothin',['7F4HcalxCMC4DctguvnoFY'],False,0.698,0.777,-6.312,0.0289,0.102,0.0,0.0981,0.713,130.026,173347,2014,Busy Doin' Nothin',189,2017-02-05,Ace Wilder,Sweden,14000.0,2017-02-05,2017,Busy Doin' Nothin'
12645,6QmvGtapHbSNolhCzfZGXZ,Levikset repee (feat. VilleGalle),"['6zOyQHK37vQX62CFowxvWc', '6VVSjZwPAHNbkKeMhTI2bb']",False,0.8270000000000001,0.8009999999999999,-5.106,0.0686,0.0713,0.0,0.0873,0.655,127.992,201627,2013,Levikset repee (feat. VilleGalle),197,2018-06-26,Sini Sabotage,Finland,7074.0,2018-06-26,2018,Levikset repee (feat. VilleGalle)
12741,7cWh3ScxjhvasLI0CBRoZk,I Like Girls (feat. Lil Skies),"['21WS9wngs9AqFckK7yYJPM', '7d3WFRME3vBY2cgoP38RDo']",True,0.7020000000000001,0.775,-3.462,0.248,0.324,0.0,0.114,0.784,178.199,151054,2019,I Like Girls (feat. Lil Skies),148,2019-05-03,PnB Rock,Canada,34346.0,2019-05-03,2019,I Like Girls (feat. Lil Skies)
12781,6naxalmIoLFWR0siv8dnQQ,Oops!...I Did It Again,['26dSoYclwsYLMAKD3tpOr4'],False,0.7509999999999999,0.8340000000000001,-5.444,0.0437,0.3,1.77e-05,0.355,0.894,95.053,211160,2000,Oops!...I Did It Again,159,2018-08-10,Britney Spears,Norway,12200.0,2018-08-10,2018,Oops!...I Did It Again
12789,6sna5KCgNbt1ciZtVJCjzx,Gotas De Lluvia,['1zng9JZpblpk48IPceRWs8'],False,0.635,0.856,-3.946,0.0375,0.701,0.0001899999999999,0.0565,0.688,97.276,354973,1990,Gotas De Lluvia,143,2017-01-01,Grupo Niche,Colombia,4112.0,2017-01-01,2017,Gotas De Lluvia
12876,3lPr8ghNDBLc2uZovNyLs9,Supermassive Black Hole,['12Chz98pHFMPJEknJQMWvI'],False,0.6679999999999999,0.921,-3.727,0.0439,0.0492,0.00517,0.0877,0.782,120.0,212440,2006,Supermassive Black Hole,143,2018-03-15,Muse,Ireland,4682.0,2018-03-15,2018,Supermassive Black Hole
12938,5zA8vzDGqPl2AzZkEYQGKh,Uptown Girl,['6zFYqv1mOsgBRQbae3JJ9e'],False,0.701,0.943,-2.986,0.0456,0.0747,0.0,0.601,0.7909999999999999,128.99200000000002,197707,1983,Uptown Girl,193,2020-05-09,Billy Joel,Australia,29742.0,2020-05-09,2020,Uptown Girl
12970,7e8utCy2JlSB8dRHKi49xM,Fluorescent Adolescent,['7Ln80lUS6He07XvHI8qqHH'],False,0.6459999999999999,0.813,-5.29,0.0288,0.00178,2.26e-05,0.144,0.821,112.115,173493,2007,Fluorescent Adolescent,126,2017-01-01,Arctic Monkeys,United Kingdom,34651.0,2017-01-01,2017,Fluorescent Adolescent
14026,04Ek0QJzdwsLJfpcaSF3pw,Sonidos de la Navidad I: Iba Caminando / Camina la Virgen Pura/ Ya Vienen los Reyes Magos/ Pastores Venid,['6B0tiYh9aXjEkmNp6LhGjk'],False,0.66,0.951,-5.5870000000000015,0.11,0.34,0.0,0.598,0.7040000000000001,112.454,231147,2012,Sonidos de la Navidad I: Iba Caminando / Camina la Virgen Pura/ Ya Vienen los Reyes Magos/ Pastores Venid,187,2020-12-24,Raya Real,Spain,55133.0,2020-12-24,2020,Sonidos de la Navidad I: Iba Caminando / Camina la Virgen Pura/ Ya Vienen los Reyes Magos/ Pastores Venid
14027,5CMlL1MnfTVPmdcNJb36Bg,Pobre Nació,['6B0tiYh9aXjEkmNp6LhGjk'],False,0.747,0.943,-5.242999999999999,0.204,0.298,0.0,0.381,0.736,102.946,203027,2012,Pobre Nació,132,2020-12-24,Raya Real,Spain,70825.0,2020-12-24,2020,Pobre Nació
14028,6FwF8Fi3OOrnEyn9oReE6B,Feliz Navidad,['6B0tiYh9aXjEkmNp6LhGjk'],False,0.648,0.782,-5.898,0.146,0.09,0.0,0.153,0.8809999999999999,90.889,162119,2010,Feliz Navidad,181,2019-12-24,Raya Real,Spain,49501.0,2019-12-24,2019,Feliz Navidad
14030,0dqfl4l45vqw2TnNrnbsy0,Parecen Viernes,['4wLXwxDeWQ8mtUIRPxGiD6'],False,0.6579999999999999,0.863,-3.575,0.0352,0.287,1.53e-05,0.16,0.967,96.499,268440,2019,Parecen Viernes,147,2019-05-10,Marc Anthony,Dominican Republic,1647.0,2019-05-10,2019,Parecen Viernes
14316,4jzPGm9YsNvFvpL5as5DVc,Tu Vida en la Mía,['4wLXwxDeWQ8mtUIRPxGiD6'],False,0.643,0.8740000000000001,-3.714,0.033,0.346,0.000299,0.36,0.877,93.494,374053,2019,Tu Vida en la Mía,167,2019-05-10,Marc Anthony,Dominican Republic,1505.0,2019-05-10,2019,Tu Vida en la Mía
14496,0W8NvcMsIuygeFnfNz2KnC,Lo Que Te Di,['4wLXwxDeWQ8mtUIRPxGiD6'],False,0.7140000000000001,0.8909999999999999,-4.223,0.0344,0.608,6.71e-06,0.288,0.652,97.073,241760,2019,Lo Que Te Di,128,2019-05-10,Marc Anthony,Colombia,9545.0,2019-05-10,2019,Lo Que Te Di
14503,46E1ic6n099e76t5J1TbHn,View,['2hRQKC0gqlZGPrmUKbcchR'],False,0.728,0.8009999999999999,-4.428,0.0439,0.04,0.0,0.0415,0.6559999999999999,123.953,190821,2015,View,189,2021-05-05,SHINee,South Korea,1197.0,2021-05-05,2021,View
14527,3iKJWOQJtENE3kFWMXh8JM,私以外私じゃないの,['1ieluXFoq2RRxMXZIQksTz'],False,0.6679999999999999,0.907,-2.995,0.0478,0.0851,0.000172,0.0943,0.748,136.009,232613,2016,私以外私じゃないの,200,2018-04-01,Gesu No Kiwami Otome,Japan,5007.0,2018-04-01,2018,私以外私じゃないの
14668,6MDjeiUWPPgEwLtiBrr9he,My Year,"['0JOxt5QOwq0czoJxvSc5hS', '02kJSzxNuaWGqwubyUba0Z']",True,0.8420000000000001,0.8079999999999999,-3.2430000000000003,0.0491,0.206,0.0,0.258,0.705,145.03,190345,2019,My Year,182,2019-02-01,"GASHI, G-Eazy",Canada,30342.0,2019-02-01,2019,My Year
14781,4lgFAspCCj6QFU5Pk985kR,Förlåtelsen,['4KXp3xtaz1wWXnu5u34eVX'],False,0.6729999999999999,0.85,-6.64,0.0284,0.000358,0.075,0.177,0.737,117.999,355080,2016,Förlåtelsen,169,2017-01-02,kent,Sweden,15157.0,2017-01-02,2017,Förlåtelsen
14783,5vcvA0w8YoGQiifOmas9uo,Tahiti,['5iZMWWLoDJH1u6Ru2rOEsd'],False,0.7440000000000001,0.851,-5.86,0.0517,0.196,0.0,0.0969,0.718,120.99,183223,2020,Tahiti,141,2020-08-01,Keen' V,France,53349.0,2020-08-01,2020,Tahiti
14904,0LiEC0RZvGaUISWv7lYsJL,Kiss the Sky,['07YZf4WDAMNwqr4jfgOZ8y'],False,0.738,0.8370000000000001,-3.225,0.0519,0.0832,0.0,0.12,0.8079999999999999,110.008,222387,2016,Kiss the Sky,197,2017-01-01,Jason Derulo,Spain,10042.0,2017-01-01,2017,Kiss the Sky
14909,1cwIglC3V5HLILOsEPhJeK,Cada Noche,['4bw2Am3p9ji3mYsXNXtQcd'],False,0.732,0.7959999999999999,-4.727,0.0499,0.0676,0.0,0.268,0.795,89.98,218667,2018,Cada Noche,123,2018-05-11,Piso 21,Bolivia,1277.0,2018-05-11,2018,Cada Noche
14928,1j6xOGusnyXq3l6IryKF3G,Déjala Que Vuelva (feat. Manuel Turizo),"['4bw2Am3p9ji3mYsXNXtQcd', '0tmwSHipWxN12fsoLcFU3B']",False,0.6809999999999999,0.7879999999999999,-4.323,0.0785,0.0482,0.0,0.0753,0.8390000000000001,170.019,220117,2018,Déjala Que Vuelva (feat. Manuel Turizo),168,2020-05-01,Piso 21,Bolivia,1826.0,2020-05-01,2020,Déjala Que Vuelva (feat. Manuel Turizo)
25075,0JgMNPWXQzSyz0ombE5zqN,Así No Se Hace,['4bw2Am3p9ji3mYsXNXtQcd'],False,0.6659999999999999,0.8640000000000001,-2.764,0.0698,0.262,1.62e-06,0.305,0.918,172.02200000000005,167239,2018,Así No Se Hace,155,2018-05-11,Piso 21,Bolivia,1051.0,2018-05-11,2018,Así No Se Hace
25082,5ID9OcOU7EwpGYDKzyQHPg,Tu Héroe,['4bw2Am3p9ji3mYsXNXtQcd'],False,0.7859999999999999,0.8190000000000001,-4.6560000000000015,0.0647,0.217,6.75e-05,0.066,0.715,94.98,195045,2018,Tu Héroe,67,2018-05-11,Piso 21,Bolivia,1928.0,2018-05-11,2018,Tu Héroe
25187,6t0pCukYcCbSmGBX2qeIHB,"Versos de Neruda (feat. Xantos, Fonseca)","['4bw2Am3p9ji3mYsXNXtQcd', '53KTldaJ8tHSkYU3nigfwP', '3HPOnbuwLP2qlwWQ7cgxYW']",False,0.664,0.8320000000000001,-4.243,0.035,0.0185,7.59e-06,0.14,0.667,93.004,229677,2018,"Versos de Neruda (feat. Xantos, Fonseca)",108,2018-05-11,Piso 21,Bolivia,1386.0,2018-05-11,2018,"Versos de Neruda (feat. Xantos, Fonseca)"
25264,2Pp3QD3thPnk2kCxmu2MHK,Dis Generation,['09hVIj6vWgoCDtT03h8ZCa'],True,0.7390000000000001,0.79,-5.307,0.103,0.0674,0.0,0.352,0.652,96.055,213373,2016,Dis Generation,179,2020-06-05,A Tribe Called Quest,Saudi Arabia,1587.0,2020-06-05,2020,Dis Generation
25266,6vDZRpqAVkwm2PDO2lEWEQ,Electric Blue,['3kjuyTCjPG1WMFCiyc5IuB'],False,0.6629999999999999,0.774,-5.157,0.0863,0.113,0.1119999999999999,0.462,0.6809999999999999,102.982,242373,2017,Electric Blue,177,2017-07-14,Arcade Fire,Poland,5199.0,2017-07-14,2017,Electric Blue
25391,1GBLO0NFODuL31A5fgw0uR,No Se Me Quita (feat. Ricky Martin),"['1r4hJ1h58CWwUQe3MxPuau', '7slfeZO9LsJbWgpkIoXBUJ']",False,0.8640000000000001,0.8690000000000001,-2.963,0.139,0.146,0.0,0.063,0.853,99.988,219933,2019,No Se Me Quita (feat. Ricky Martin),181,2020-05-01,Maluma,Ecuador,4136.0,2020-05-01,2020,No Se Me Quita (feat. Ricky Martin)
28436,2AGDPCVozOzlDGGTrmX91Y,Shhh (Calla'),['1r4hJ1h58CWwUQe3MxPuau'],False,0.7559999999999999,0.784,-3.828,0.165,0.268,0.0,0.0603,0.8320000000000001,89.99799999999998,177653,2019,Shhh (Calla'),170,2019-05-17,Maluma,Colombia,8147.0,2019-05-17,2019,Shhh (Calla')
28437,6smDf5NmLnprxV8bOcCKxJ,Soltera (feat. Madonna),"['1r4hJ1h58CWwUQe3MxPuau', '6tbjWDEIzxoDsBA1FuhfPW']",False,0.6579999999999999,0.853,-2.8560000000000003,0.158,0.16,1.28e-05,0.363,0.914,93.463,188187,2019,Soltera (feat. Madonna),171,2019-05-17,Maluma,Colombia,8088.0,2019-05-17,2019,Soltera (feat. Madonna)
